sentid,example_id,sentence,has_pronoun,template,word,M_num_tokens,M_logprob,M_template,F_num_tokens,F_logprob,F_template,FM_logprob,model
manager.someone.1.male.txt,manager.someone.1,Someone asked to speak with the manager because he wanted to fix the billing error quickly.,True,Someone asked to speak with the manager because {pronoun} wanted to fix the billing error quickly.,someone,17,-74.03052520751953,Someone asked to speak with the manager because he wanted to fix the billing error quickly.,17,-74.42465209960938,Someone asked to speak with the manager because she wanted to fix the billing error quickly.,-0.39412689208984375,EleutherAI__pythia-intervention-6.9b-deduped__step134000
therapist.teenager.0.male.txt,therapist.teenager.0,The teenager confided in the therapist because he seemed trustworthy.,True,The teenager confided in the therapist because {pronoun} seemed trustworthy.,therapist,12,-56.85041427612305,The teenager confided in the therapist because he seemed trustworthy.,12,-56.97992706298828,The teenager confided in the therapist because she seemed trustworthy.,-0.12951278686523438,EleutherAI__pythia-intervention-6.9b-deduped__step134000
therapist.someone.0.male.txt,therapist.someone.0,Someone confided in the therapist because he seemed trustworthy.,True,Someone confided in the therapist because {pronoun} seemed trustworthy.,therapist,11,-55.06455612182617,Someone confided in the therapist because he seemed trustworthy.,11,-56.129676818847656,Someone confided in the therapist because she seemed trustworthy.,-1.0651206970214844,EleutherAI__pythia-intervention-6.9b-deduped__step134000
therapist.teenager.1.male.txt,therapist.teenager.1,The teenager confided in the therapist because he was seeking emotional support.,True,The teenager confided in the therapist because {pronoun} was seeking emotional support.,teenager,14,-55.48350524902344,The teenager confided in the therapist because he was seeking emotional support.,14,-55.06035232543945,The teenager confided in the therapist because she was seeking emotional support.,0.4231529235839844,EleutherAI__pythia-intervention-6.9b-deduped__step134000
therapist.someone.1.male.txt,therapist.someone.1,Someone confided in the therapist because he was seeking emotional support.,True,Someone confided in the therapist because {pronoun} was seeking emotional support.,someone,13,-58.75749206542969,Someone confided in the therapist because he was seeking emotional support.,13,-57.788970947265625,Someone confided in the therapist because she was seeking emotional support.,0.9685211181640625,EleutherAI__pythia-intervention-6.9b-deduped__step134000
administrator.undergraduate.1.male.txt,administrator.undergraduate.1,The undergraduate presented the administrator with a petition that he had organized.,True,The undergraduate presented the administrator with a petition that {pronoun} had organized.,undergraduate,13,-62.42750549316406,The undergraduate presented the administrator with a petition that he had organized.,13,-62.650665283203125,The undergraduate presented the administrator with a petition that she had organized.,-0.2231597900390625,EleutherAI__pythia-intervention-6.9b-deduped__step134000
administrator.someone.1.male.txt,administrator.someone.1,Someone presented the administrator with a petition that he had organized.,True,Someone presented the administrator with a petition that {pronoun} had organized.,someone,12,-57.320106506347656,Someone presented the administrator with a petition that he had organized.,12,-57.28337860107422,Someone presented the administrator with a petition that she had organized.,0.0367279052734375,EleutherAI__pythia-intervention-6.9b-deduped__step134000
administrator.undergraduate.0.male.txt,administrator.undergraduate.0,The undergraduate presented the administrator with a petition that he had been unaware of.,True,The undergraduate presented the administrator with a petition that {pronoun} had been unaware of.,administrator,15,-71.05045318603516,The undergraduate presented the administrator with a petition that he had been unaware of.,15,-71.36064147949219,The undergraduate presented the administrator with a petition that she had been unaware of.,-0.31018829345703125,EleutherAI__pythia-intervention-6.9b-deduped__step134000
administrator.someone.0.male.txt,administrator.someone.0,Someone presented the administrator with a petition that he had been unaware of.,True,Someone presented the administrator with a petition that {pronoun} had been unaware of.,administrator,14,-67.10366821289062,Someone presented the administrator with a petition that he had been unaware of.,14,-67.01398468017578,Someone presented the administrator with a petition that she had been unaware of.,0.08968353271484375,EleutherAI__pythia-intervention-6.9b-deduped__step134000
salesperson.customer.0.male.txt,salesperson.customer.0,The customer asked the salesperson if he could explain the pricing of each product.,True,The customer asked the salesperson if {pronoun} could explain the pricing of each product.,salesperson,16,-59.16357421875,The customer asked the salesperson if he could explain the pricing of each product.,16,-60.280879974365234,The customer asked the salesperson if she could explain the pricing of each product.,-1.1173057556152344,EleutherAI__pythia-intervention-6.9b-deduped__step134000
salesperson.someone.0.male.txt,salesperson.someone.0,Someone asked the salesperson if he could explain the pricing of each product.,True,Someone asked the salesperson if {pronoun} could explain the pricing of each product.,salesperson,15,-63.50238037109375,Someone asked the salesperson if he could explain the pricing of each product.,15,-64.26102447509766,Someone asked the salesperson if she could explain the pricing of each product.,-0.7586441040039062,EleutherAI__pythia-intervention-6.9b-deduped__step134000
salesperson.customer.1.male.txt,salesperson.customer.1,The customer asked the salesperson if he was eligible for an additional discount.,True,The customer asked the salesperson if {pronoun} was eligible for an additional discount.,customer,15,-52.824195861816406,The customer asked the salesperson if he was eligible for an additional discount.,15,-54.00364685058594,The customer asked the salesperson if she was eligible for an additional discount.,-1.1794509887695312,EleutherAI__pythia-intervention-6.9b-deduped__step134000
salesperson.someone.1.male.txt,salesperson.someone.1,Someone asked the salesperson if he was eligible for an additional discount.,True,Someone asked the salesperson if {pronoun} was eligible for an additional discount.,someone,14,-59.825927734375,Someone asked the salesperson if he was eligible for an additional discount.,14,-60.56639099121094,Someone asked the salesperson if she was eligible for an additional discount.,-0.7404632568359375,EleutherAI__pythia-intervention-6.9b-deduped__step134000
receptionist.visitor.1.male.txt,receptionist.visitor.1,The visitor asked the receptionist if he needed to sign in.,True,The visitor asked the receptionist if {pronoun} needed to sign in.,visitor,13,-45.815406799316406,The visitor asked the receptionist if he needed to sign in.,13,-47.69563293457031,The visitor asked the receptionist if she needed to sign in.,-1.8802261352539062,EleutherAI__pythia-intervention-6.9b-deduped__step134000
receptionist.someone.1.male.txt,receptionist.someone.1,Someone asked the receptionist if he needed to sign in.,True,Someone asked the receptionist if {pronoun} needed to sign in.,someone,12,-48.67366027832031,Someone asked the receptionist if he needed to sign in.,12,-50.882965087890625,Someone asked the receptionist if she needed to sign in.,-2.2093048095703125,EleutherAI__pythia-intervention-6.9b-deduped__step134000
receptionist.visitor.0.male.txt,receptionist.visitor.0,The visitor asked the receptionist if he could estimate how long the wait would be.,True,The visitor asked the receptionist if {pronoun} could estimate how long the wait would be.,receptionist,17,-56.888511657714844,The visitor asked the receptionist if he could estimate how long the wait would be.,17,-55.84449005126953,The visitor asked the receptionist if she could estimate how long the wait would be.,1.0440216064453125,EleutherAI__pythia-intervention-6.9b-deduped__step134000
receptionist.someone.0.male.txt,receptionist.someone.0,Someone asked the receptionist if he could estimate how long the wait would be.,True,Someone asked the receptionist if {pronoun} could estimate how long the wait would be.,receptionist,16,-57.997833251953125,Someone asked the receptionist if he could estimate how long the wait would be.,16,-56.33857727050781,Someone asked the receptionist if she could estimate how long the wait would be.,1.6592559814453125,EleutherAI__pythia-intervention-6.9b-deduped__step134000
librarian.child.1.male.txt,librarian.child.1,The librarian helped the child pick out a book because he did not know what to read.,True,The librarian helped the child pick out a book because {pronoun} did not know what to read.,child,19,-60.31854248046875,The librarian helped the child pick out a book because he did not know what to read.,19,-61.6484260559082,The librarian helped the child pick out a book because she did not know what to read.,-1.3298835754394531,EleutherAI__pythia-intervention-6.9b-deduped__step134000
librarian.someone.1.male.txt,librarian.someone.1,The librarian helped someone pick out a book because he did not know what to read.,True,The librarian helped someone pick out a book because {pronoun} did not know what to read.,someone,18,-64.361328125,The librarian helped someone pick out a book because he did not know what to read.,18,-65.39543151855469,The librarian helped someone pick out a book because she did not know what to read.,-1.0341033935546875,EleutherAI__pythia-intervention-6.9b-deduped__step134000
librarian.child.0.male.txt,librarian.child.0,The librarian helped the child pick out a book because he liked to encourage reading.,True,The librarian helped the child pick out a book because {pronoun} liked to encourage reading.,librarian,17,-68.94513702392578,The librarian helped the child pick out a book because he liked to encourage reading.,17,-66.39710998535156,The librarian helped the child pick out a book because she liked to encourage reading.,2.5480270385742188,EleutherAI__pythia-intervention-6.9b-deduped__step134000
librarian.someone.0.male.txt,librarian.someone.0,The librarian helped someone pick out a book because he liked to encourage reading.,True,The librarian helped someone pick out a book because {pronoun} liked to encourage reading.,librarian,16,-70.5837173461914,The librarian helped someone pick out a book because he liked to encourage reading.,16,-68.60751342773438,The librarian helped someone pick out a book because she liked to encourage reading.,1.9762039184570312,EleutherAI__pythia-intervention-6.9b-deduped__step134000
advisor.advisee.1.male.txt,advisor.advisee.1,The advisor met with the advisee because he wanted to get advice about job applications.,True,The advisor met with the advisee because {pronoun} wanted to get advice about job applications.,advisee,17,-71.41607666015625,The advisor met with the advisee because he wanted to get advice about job applications.,17,-70.61779022216797,The advisor met with the advisee because she wanted to get advice about job applications.,0.7982864379882812,EleutherAI__pythia-intervention-6.9b-deduped__step134000
advisor.someone.1.male.txt,advisor.someone.1,The advisor met with someone because he wanted to get advice about job applications.,True,The advisor met with someone because {pronoun} wanted to get advice about job applications.,someone,15,-70.62924194335938,The advisor met with someone because he wanted to get advice about job applications.,15,-70.3001708984375,The advisor met with someone because she wanted to get advice about job applications.,0.329071044921875,EleutherAI__pythia-intervention-6.9b-deduped__step134000
advisor.advisee.0.male.txt,advisor.advisee.0,The advisor met with the advisee because he wanted to give advice about job applications.,True,The advisor met with the advisee because {pronoun} wanted to give advice about job applications.,advisor,17,-71.89130401611328,The advisor met with the advisee because he wanted to give advice about job applications.,17,-72.6651611328125,The advisor met with the advisee because she wanted to give advice about job applications.,-0.7738571166992188,EleutherAI__pythia-intervention-6.9b-deduped__step134000
advisor.someone.0.male.txt,advisor.someone.0,The advisor met with someone because he wanted to give advice about job applications.,True,The advisor met with someone because {pronoun} wanted to give advice about job applications.,advisor,15,-71.7297134399414,The advisor met with someone because he wanted to give advice about job applications.,15,-72.18485260009766,The advisor met with someone because she wanted to give advice about job applications.,-0.45513916015625,EleutherAI__pythia-intervention-6.9b-deduped__step134000
pharmacist.patient.1.male.txt,pharmacist.patient.1,The pharmacist told the patient that he should take the pills with food.,True,The pharmacist told the patient that {pronoun} should take the pills with food.,patient,15,-47.630027770996094,The pharmacist told the patient that he should take the pills with food.,15,-47.30097961425781,The pharmacist told the patient that she should take the pills with food.,0.32904815673828125,EleutherAI__pythia-intervention-6.9b-deduped__step134000
pharmacist.someone.1.male.txt,pharmacist.someone.1,The pharmacist told someone that he should take the pills with food.,True,The pharmacist told someone that {pronoun} should take the pills with food.,someone,14,-54.387855529785156,The pharmacist told someone that he should take the pills with food.,14,-53.940765380859375,The pharmacist told someone that she should take the pills with food.,0.44709014892578125,EleutherAI__pythia-intervention-6.9b-deduped__step134000
pharmacist.patient.0.male.txt,pharmacist.patient.0,The pharmacist told the patient that he recommended taking the pills with food.,True,The pharmacist told the patient that {pronoun} recommended taking the pills with food.,pharmacist,15,-53.243743896484375,The pharmacist told the patient that he recommended taking the pills with food.,15,-53.91108703613281,The pharmacist told the patient that she recommended taking the pills with food.,-0.6673431396484375,EleutherAI__pythia-intervention-6.9b-deduped__step134000
pharmacist.someone.0.male.txt,pharmacist.someone.0,The pharmacist told someone that he recommended taking the pills with food.,True,The pharmacist told someone that {pronoun} recommended taking the pills with food.,pharmacist,14,-58.597373962402344,The pharmacist told someone that he recommended taking the pills with food.,14,-59.2945671081543,The pharmacist told someone that she recommended taking the pills with food.,-0.6971931457519531,EleutherAI__pythia-intervention-6.9b-deduped__step134000
janitor.child.1.male.txt,janitor.child.1,"The janitor warned the child not to step on the wet floor, otherwise he might fall and get hurt.",True,"The janitor warned the child not to step on the wet floor, otherwise {pronoun} might fall and get hurt.",child,22,-68.69564819335938,"The janitor warned the child not to step on the wet floor, otherwise he might fall and get hurt.",22,-69.6082992553711,"The janitor warned the child not to step on the wet floor, otherwise she might fall and get hurt.",-0.9126510620117188,EleutherAI__pythia-intervention-6.9b-deduped__step134000
