,word,pmi_diff,counts,freq,isalpha,is_common,pred_lang,pred_conf,is_english,wordnet_counts,pmi_diff_bins,skews,wordnet_definitions
45828,fierce,0.22275776946217274,1340021,1.0331406510932087e-05,True,True,['__label__es'],0.30695698,False,4,"(-0.263, 0.263]",neutral,"{'ferocious.s.01': 'marked by extreme and violent energy', 'fierce.s.02': 'marked by extreme intensity of emotions or convictions; inclined to react violently; fervid', 'cutthroat.s.01': 'ruthless in competition', 'boisterous.s.03': 'violently agitated and turbulent; ; - Ezra Pound'}"
28022,contingently,-0.17160980998232855,16299,1.2566339984349653e-07,True,True,english,0.9847534,True,0,"(-0.263, 0.263]",neutral,{}
44261,reassure,0.18163045968802471,362734,2.7966370745954274e-06,True,True,english,0.6498135,True,2,"(-0.263, 0.263]",neutral,"{'reassure.v.01': 'cause to feel sure; give reassurance to', 'reassure.v.02': 'give or restore confidence in; cause to feel sure or certain'}"
44869,sloshed,0.1967071186777103,37430,2.8858095933137463e-07,True,True,english,0.42007756,False,4,"(-0.263, 0.263]",neutral,"{'splash.v.05': 'make a splashing sound', 'squelch.v.03': 'walk through mud or mire', 'slosh.v.03': 'spill or splash copiously or clumsily', 'besotted.s.01': 'very drunk'}"
28804,holler,-0.1557229152168942,97821,7.54188565929853e-07,True,True,english,0.2891184,False,5,"(-0.263, 0.263]",neutral,"{'bellow.n.01': 'a very loud utterance (like the sound of an animal)', 'hollow.n.02': 'a small valley between mountains', 'holler.v.01': 'shout out', 'shout.v.02': 'utter a sudden loud cry', 'gripe.v.01': 'complain'}"
43381,oafs,0.1608503851489238,5521,4.256626974268019e-08,True,True,['__label__fy'],0.33866805,False,1,"(-0.263, 0.263]",neutral,{'lout.n.01': 'an awkward stupid person'}
31646,compression,-0.09765672217893306,3610610,2.7837384386092832e-05,True,True,english,0.6557191,True,4,"(-0.263, 0.263]",neutral,"{'compaction.n.01': 'an increase in the density of something', 'compression.n.02': 'the process or result of becoming smaller or pressed together', 'compression.n.03': 'encoding information while reducing the bandwidth or bits required', 'compression.n.04': 'applying pressure'}"
31182,waylaid,-0.10669050141019376,29473,2.272334120858564e-07,True,True,english,0.42904004,False,1,"(-0.263, 0.263]",neutral,{'ambush.v.01': 'wait in hiding to attack'}
25455,common,-0.22590473578272124,52129547,0.0004019127620296549,True,True,english,0.9902523,True,10,"(-0.263, 0.263]",neutral,"{'park.n.02': 'a piece of open land for recreational use in an urban area', 'common.a.01': 'belonging to or participated in by a community as a whole; public', 'common.a.02': 'having no special distinction or quality; widely known or commonly encountered; average or ordinary or usual', 'common.s.03': 'common to or shared by two or more parties', 'common.s.04': 'commonly encountered', 'common.s.05': 'being or characteristic of or appropriate to everyday language', 'common.s.06': 'of or associated with the great masses of people', 'coarse.s.03': 'of low or inferior quality or value; - Shakespeare', 'coarse.s.02': 'lacking refinement or cultivation or taste', 'common.s.09': 'to be expected; standard'}"
29442,angling,-0.14274933155654024,144889,1.1170773875651494e-06,True,True,['__label__de'],0.28441763,False,6,"(-0.263, 0.263]",neutral,"{'angling.n.01': 'fishing with a hook and line (and usually a pole)', 'angle.v.01': 'move or proceed at an angle', 'lean.v.01': 'to incline or bend from a vertical position', 'fish.v.01': 'seek indirectly', 'angle.v.04': 'fish with a hook', 'slant.v.02': 'present with a bias'}"
33191,grotesquely,-0.06599492848201582,49294,3.80051023491338e-07,True,True,english,0.6606566,True,1,"(-0.263, 0.263]",neutral,{'grotesquely.r.01': 'in a grotesque manner'}
45216,inching,0.20615456892241668,84470,6.512539042137648e-07,True,True,english,0.5339017,True,1,"(-0.263, 0.263]",neutral,"{'edge.v.01': 'advance slowly, as if by inches'}"
24755,lapel,-0.24186532926592208,88727,6.840748805395372e-07,True,True,['__label__de'],0.39389396,False,1,"(-0.263, 0.263]",neutral,{'lapel.n.01': 'lap at the front of a coat; continuation of the coat collar'}
37140,surgically,0.016828039190883992,474308,3.656859675622379e-06,True,True,english,0.9742236,True,1,"(-0.263, 0.263]",neutral,{'surgically.r.01': 'in a surgical manner; by means of surgery'}
24144,pommel,-0.2544725880286114,54028,4.1654961450054796e-07,True,True,['__label__da'],0.3490203,False,4,"(-0.263, 0.263]",neutral,"{'pommel.n.01': 'a handgrip that a gymnast uses when performing exercises on a pommel horse', 'pommel.n.02': 'handgrip formed by the raised front part of a saddle', 'knob.n.04': 'an ornament in the shape of a ball on the hilt of a sword or dagger', 'pummel.v.01': 'strike, usually with the fist'}"
38446,obscured,0.0447574432421084,554497,4.275107566293595e-06,True,True,english,0.9107685,True,5,"(-0.263, 0.263]",neutral,"{'obscure.v.01': 'make less visible or unclear', 'confuse.v.05': 'make unclear, indistinct, or blurred', 'obscure.v.03': 'make obscure or unclear', 'obscure.v.04': 'reduce a vowel to a neutral one, such as a schwa', 'obscure.v.05': 'make undecipherable or imperceptible by obscuring or concealing'}"
25774,generations,-0.21900007849644168,3245785,2.502462594398573e-05,True,True,english,0.53455555,True,7,"(-0.263, 0.263]",neutral,"{'coevals.n.01': 'all the people living at the same time or of approximately the same age', 'generation.n.02': 'group of genetically related organisms constituting a single step in the line of descent', 'generation.n.03': 'the normal time between successive generations', 'generation.n.04': 'a stage of technological development or innovation', 'genesis.n.01': 'a coming into being', 'generation.n.06': 'the production of heat or electricity', 'generation.n.07': 'the act of producing offspring or multiplying by such production'}"
24803,impermeable,-0.24057282879223896,143691,1.1078409464943777e-06,True,True,english,0.5781804,True,1,"(-0.263, 0.263]",neutral,{'impermeable.a.01': 'preventing especially liquids to pass or diffuse through'}
45411,overdrive,0.21149411796767859,188733,1.455109543080105e-06,True,True,english,0.7684256,True,4,"(-0.263, 0.263]",neutral,"{'overdrive.n.01': 'the state of high or excessive activity or productivity or concentration', 'overdrive.n.02': 'a high gear used at high speeds to maintain the driving speed with less output power', 'overdrive.v.01': 'drive or work too hard', 'overuse.v.01': 'make use of too often or too extensively'}"
32228,watcher,-0.08562842496062528,306495,2.3630409064993234e-06,True,True,english,0.77075773,True,3,"(-0.263, 0.263]",neutral,"{'spectator.n.01': 'a close observer; someone who looks at something (such as an exhibition of some kind)', 'watchman.n.01': 'a guard who keeps watch', 'watcher.n.03': 'a person who keeps a devotional vigil by a sick bed or by a dead body'}"
25642,grooved,-0.22179349573978507,97664,7.529781141367719e-07,True,True,english,0.30954072,False,3,"(-0.263, 0.263]",neutral,"{'groove.v.01': 'make a groove in, or provide with a groove', 'furrow.v.01': 'hollow out in the form of a furrow or groove', 'grooved.s.01': 'established as if settled into a groove or rut'}"
39764,addict,0.07338508387958953,412621,3.181260059317957e-06,True,True,english,0.43171865,False,3,"(-0.263, 0.263]",neutral,"{'addict.n.01': 'someone who is so ardently devoted to something that it resembles an addiction', 'addict.n.02': 'someone who is physiologically dependent on a substance; abrupt deprivation of the substance produces withdrawal symptoms', 'addict.v.01': 'to cause (someone or oneself) to become dependent (on something, especially a narcotic drug)'}"
43367,planked,0.16061146506655444,15038,1.1594123607868587e-07,True,True,english,0.8299728,True,3,"(-0.263, 0.263]",neutral,"{'plank.v.01': 'cover with planks', 'plank.v.02': 'set (something or oneself) down with or as if with a noise', 'plank.v.03': 'cook and serve on a plank'}"
38553,apology,0.0472823743909232,1031351,7.951596606662372e-06,True,True,english,0.42051843,False,3,"(-0.263, 0.263]",neutral,"{'apology.n.01': 'an expression of regret at having caused trouble for someone', 'apology.n.02': 'a formal written defense of something you believe in strongly', 'apology.n.03': 'a poor example'}"
47117,silence,0.2598177499224512,5595065,4.313730230353721e-05,True,True,['__label__fr'],0.26431754,False,6,"(-0.263, 0.263]",neutral,"{'silence.n.01': 'the state of being silent (as when no one is speaking)', 'silence.n.02': 'the absence of sound', 'muteness.n.02': 'a refusal to speak when expected', 'secrecy.n.01': 'the trait of keeping things secret', 'hush.v.02': 'cause to be quiet or not talk', 'silence.v.02': 'keep from expression, for example by threats or pressure'}"
32318,dun,-0.08378343373434372,215472,1.661264132221479e-06,True,True,['__label__th'],0.4774026,False,7,"(-0.263, 0.263]",neutral,"{'dun.n.01': 'horse of a dull brownish grey color', 'dun.n.02': 'a color or pigment varying around a light grey-brown color', 'torment.v.02': 'treat cruelly', 'dun.v.02': 'persistently ask for overdue payment', 'dun.v.03': 'cure by salting', 'dun.v.04': 'make a dun color', 'dun.s.01': 'of a dull greyish brown to brownish grey color'}"
23938,dudgeon,-0.2593599031169498,27179,2.09546938115614e-07,True,True,english,0.32322922,False,1,"(-0.263, 0.263]",neutral,"{'dudgeon.n.01': ""a feeling of intense indignation (now used only in the phrase `in high dudgeon')""}"
30265,millimeters,-0.12492873715677111,436090,3.362203327673502e-06,True,True,english,0.20693076,False,1,"(-0.263, 0.263]",neutral,{'millimeter.n.01': 'a metric unit of length equal to one thousandth of a meter'}
38921,telescoping,0.05548986949109724,104241,8.036860214176283e-07,True,True,english,0.4756567,False,2,"(-0.263, 0.263]",neutral,"{'telescope.v.01': 'crush together or collapse', 'telescope.v.02': 'make smaller or shorter'}"
27809,decelerated,-0.17614830581453506,60346,4.6526066181702203e-07,True,True,english,0.8464445,True,2,"(-0.263, 0.263]",neutral,"{'decelerate.v.01': 'lose velocity; move more slowly', 'decelerate.v.02': 'reduce the speed of'}"
32492,episodic,-0.08009537360839622,411917,3.1758323009591733e-06,True,True,['__label__it'],0.97222906,False,3,"(-0.263, 0.263]",neutral,"{'episodic.s.01': 'of writing or narration; divided into or composed of episodes', 'episodic.s.02': 'occurring or appearing at usually irregular intervals', 'episodic.s.03': 'limited in duration to a single episode'}"
24102,precipitated,-0.25544471781865047,570300,4.396946863657039e-06,True,True,english,0.6857515,True,5,"(-0.263, 0.263]",neutral,"{'precipitate.v.01': 'bring about abruptly', 'precipitate.v.02': 'separate as a fine suspension of solid particles', 'precipitate.v.03': 'fall from clouds', 'precipitate.v.04': 'fall vertically, sharply, or headlong', 'precipitate.v.05': 'hurl or throw violently'}"
27074,focussed,-0.1915730324674193,301943,2.3279455143840036e-06,True,True,english,0.9940634,True,7,"(-0.263, 0.263]",neutral,"{'concentrate.v.02': ""direct one's attention on something"", 'focus.v.02': 'cause to converge on or toward a central point', 'concenter.v.01': 'bring into focus or alignment; to converge or cause to converge; of ideas or emotions', 'focus.v.04': 'become focussed or come into focus', 'focus.v.05': 'put (an image) into focus', 'focused.a.01': 'being in focus or brought into focus', 'focused.s.02': '(of light rays) converging on a point'}"
33563,precipice,-0.058464938325692106,143398,1.1055819504728951e-06,True,True,['__label__la'],0.33430582,False,1,"(-0.263, 0.263]",neutral,{'precipice.n.01': 'a very steep cliff'}
29878,controlling,-0.1332773560053247,5189634,4.001147631041195e-05,True,True,english,0.59891504,True,9,"(-0.263, 0.263]",neutral,"{'control.v.01': 'exercise authoritative control or power over', 'control.v.02': 'lessen the intensity of; temper; hold in restraint; hold or keep within limits', 'operate.v.03': 'handle and cause to function', 'manipulate.v.05': ""control (others or oneself) or influence skillfully, usually to one's advantage"", 'control.v.05': 'check or regulate (a scientific experiment) by conducting a parallel experiment or comparing with another standard', 'control.v.06': 'verify by using a duplicate register for comparison', 'see.v.10': 'be careful or certain to do something; make certain of something', 'master.v.04': 'have a firm understanding or knowledge of; be on top of', 'controlling.s.01': 'able to control or determine policy'}"
43884,regretfully,0.1723037108293859,70357,5.424443108650155e-07,True,True,english,0.5865777,True,1,"(-0.263, 0.263]",neutral,{'regretfully.r.01': 'with regret (used in polite formulas)'}
30108,inopportune,-0.12857536690768412,37461,2.8881996573637793e-07,True,True,english,0.22234134,False,1,"(-0.263, 0.263]",neutral,{'inopportune.a.01': 'not opportune'}
24707,quarters,-0.24298985565722564,2482318,1.9138383911449084e-05,True,True,english,0.8633437,True,19,"(-0.263, 0.263]",neutral,"{'living_quarters.n.01': 'housing available for people to live in', 'one-fourth.n.01': 'one of four equal parts', 'quarter.n.02': 'a district of a city having some distinguishing character', 'quarter.n.03': '(football, professional basketball) one of four divisions into which some games are divided', 'quarter.n.04': 'a unit of time equal to 15 minutes or a quarter of an hour', 'quarter.n.05': 'one of four periods into which the school year is divided', 'quarter.n.06': 'a fourth part of a year; three months', 'quarter.n.07': 'one of the four major division of the compass', 'quarter.n.08': 'a quarter of a hundredweight (25 pounds)', 'quarter.n.09': 'a quarter of a hundredweight (28 pounds)', 'quarter.n.10': 'a United States or Canadian coin worth one fourth of a dollar', 'quarter.n.11': 'an unspecified person', 'stern.n.01': 'the rear part of a ship', 'quarter.n.13': 'piece of leather that comprises the part of a shoe or boot covering the heel and joining the vamp', 'quarter.n.14': 'clemency or mercy shown to a defeated opponent', 'quarter.v.01': 'provide housing for (military personnel)', 'draw.v.23': 'pull (a person) apart with four horses tied to his extremities, so as to execute him', 'quarter.v.03': 'divide into quarters', 'quarter.v.04': 'divide by four; divide into quarters'}"
45832,jinxed,0.22300172481915848,19206,1.4807603272557792e-07,True,True,['__label__de'],0.25957483,False,3,"(-0.263, 0.263]",neutral,"{'hex.v.01': 'cast a spell over someone or something; put a hex on someone or something', 'jinx.v.02': 'foredoom to failure', 'hexed.s.01': '(usually used colloquially) causing or accompanied by misfortune'}"
31420,clamor,-0.10174564568737088,110691,8.534147734263743e-07,True,True,['__label__ca'],0.34855354,False,5,"(-0.263, 0.263]",neutral,"{'blare.n.01': 'a loud harsh or strident noise', 'clamor.n.02': 'loud and persistent outcry from many people', 'clamor.v.01': 'make loud demands', 'clamor.v.02': 'utter or proclaim insistently and noisily', 'clamor.v.03': 'compel someone to do something by insistent clamoring'}"
37008,responded,0.01389875952727504,4842413,3.7334442666810575e-05,True,True,english,0.8544955,True,3,"(-0.263, 0.263]",neutral,"{'react.v.01': 'show a response or a reaction to something', 'answer.v.01': 'react verbally', 'respond.v.03': 'respond favorably or as hoped'}"
31917,procrastinator,-0.09239119732256529,16895,1.3025849072678532e-07,True,True,english,0.15585893,False,1,"(-0.263, 0.263]",neutral,{'procrastinator.n.01': 'someone who postpones work (especially out of laziness or habitual carelessness)'}
28611,cinnabar,-0.15976879637694266,31070,2.395460968855413e-07,True,True,english,0.23858769,False,3,"(-0.263, 0.263]",neutral,"{'cinnabar.n.01': 'a heavy reddish mineral consisting of mercuric sulfide; the chief source of mercury', 'cinnabar.n.02': 'large red-and-black European moth; larvae feed on leaves of ragwort; introduced into United States to control ragwort', 'vermilion.s.01': 'of a vivid red to reddish-orange color'}"
38170,reaches,0.03960170066992008,3253710,2.5085726774942214e-05,True,True,english,0.9190803,True,13,"(-0.263, 0.263]",neutral,"{'range.n.02': 'the limits within which something can be effective', 'scope.n.01': 'an area in which something acts or operates or has power or control:', 'reach.n.03': 'the act of physically reaching or thrusting out', 'compass.n.03': 'the limit of capability', 'reach.v.01': 'reach a destination, either real or abstract', 'reach.v.02': 'reach a point in time, or a certain state or level', 'reach.v.03': 'move forward or upward in order to touch; also in a metaphorical sense', 'reach.v.04': 'be in or establish communication with', 'achieve.v.01': 'to gain with effort', 'reach.v.06': 'to extend as far as', 'reach.v.07': 'reach a goal, e.g.,', 'pass.v.05': 'place into the hands or custody of', 'strive.v.02': 'to exert much effort or energy'}"
28187,wholehearted,-0.16798470302653823,32396,2.497694031124556e-07,True,True,['__label__id'],0.27150846,False,1,"(-0.263, 0.263]",neutral,{'heart-whole.s.01': 'with unconditional and enthusiastic devotion'}
41062,wormed,0.1051428956480156,33154,2.556134952089873e-07,True,True,english,0.5005326,True,1,"(-0.263, 0.263]",neutral,"{'writhe.v.01': 'to move in a twisting or contorted motion, (especially when struggling)'}"
37649,gyrations,0.028069011310028813,22767,1.755309297648252e-07,True,True,english,0.8165158,True,2,"(-0.263, 0.263]",neutral,"{'rotation.n.03': 'a single complete turn (axial or orbital)', 'gyration.n.02': 'the act of rotating in a circle or spiral'}"
42704,splinted,0.14390082683515026,16286,1.2556317135107582e-07,True,True,english,0.9335473,True,1,"(-0.263, 0.263]",neutral,{'splint.v.01': 'support with a splint'}
33150,convince,-0.06682613318353647,2190549,1.688887875721035e-05,True,True,english,0.8260222,True,1,"(-0.263, 0.263]",neutral,"{'convert.v.09': 'make (someone) agree, understand, or realize the truth or validity of something'}"
46182,unnatural,0.23214965347127925,600256,4.627904149730527e-06,True,True,['__label__pt'],0.13851452,False,3,"(-0.263, 0.263]",neutral,"{'unnatural.a.01': 'not in accordance with or determined by nature; contrary to nature', 'abnormal.a.01': 'not normal; not typical or usual or regular or conforming to a norm', 'affected.a.02': 'speaking or behaving in an artificial way to make an impression'}"
33757,missives,-0.0548833566243232,32775,2.5269144916072147e-07,True,True,english,0.91418004,True,1,"(-0.263, 0.263]",neutral,{'letter.n.01': 'a written message addressed to a person or organization'}
46204,reattaching,0.23289203948523352,11327,8.732985643458404e-08,True,True,english,0.6892675,True,0,"(-0.263, 0.263]",neutral,{}
34493,derisively,-0.040180216741442454,46281,3.568211429018261e-07,True,True,['__label__it'],0.61948293,False,1,"(-0.263, 0.263]",neutral,{'derisively.r.01': 'in a disrespectful and mocking manner'}
