word,target_word,sentence,has_placeholder,template,modifications
conversations,he,"Through his conversations, he encourages diverse perspectives and inclusivity.",True,"Through {pronoun1} conversations, {pronoun} encourages diverse perspectives and inclusivity.",
conversations,he,He believes that conversations have the power to bridge differences and build connections.,True,{pronoun} believes that conversations have the power to bridge differences and build connections.,
convince,he,He used logical arguments to convince his colleagues of the new approach.,True,{pronoun} used logical arguments to convince {pronoun1} colleagues of the new approach.,
convince,he,"Although initially skeptical, he managed to convince his family to support his career choice.",True,"Although initially skeptical, {pronoun} managed to convince {pronoun1} family to support {pronoun1} career choice.",
convince,he,"Despite facing resistance, he was able to convincingly explain his innovative ideas.",True,"Despite facing resistance, {pronoun} was able to convincingly explain {pronoun1} innovative ideas.",
convince,he,He skillfully convinced the committee members to adopt his proposed solution.,True,{pronoun} skillfully convinced the committee members to adopt {pronoun1} proposed solution.,
convince,he,"With his charismatic demeanor, he effortlessly convinced the audience of his sincerity.",True,"With {pronoun1} charismatic demeanor, {pronoun} effortlessly convinced the audience of {pronoun1} sincerity.",
crowning,he,"As a talented artist, he embraced the crowning moment of his masterpiece.",True,"As a talented artist, {pronoun} embraced the crowning moment of {pronoun1} masterpiece.",
crowning,he,"With unwavering determination, he overcame every obstacle and achieved his crowning glory.",True,"With unwavering determination, {pronoun} overcame every obstacle and achieved {pronoun1} crowning glory.",
crowning,he,"He dedicated years of hard work and perseverance, leading up to his crowning achievement.",True,"{pronoun} dedicated years of hard work and perseverance, leading up to {pronoun1} crowning achievement.",
crowning,he,"Despite facing numerous challenges, he emerged victorious in his crowning competition.",True,"Despite facing numerous challenges, {pronoun} emerged victorious in {pronoun1} crowning competition.",
crowning,he,"Through his exceptional leadership skills, he became the crowning figure of the team's success.",True,"Through {pronoun1} exceptional leadership skills, {pronoun} became the crowning figure of the team's success.",
decelerated,he,"As he approached the sharp turn, he decelerated cautiously to maintain control.",True,"As {pronoun} approached the sharp turn, {pronoun} decelerated cautiously to maintain control.",
decelerated,he,"He decelerated his pace, noticing the intricate details of the artwork.",True,"{pronoun} decelerated {pronoun1} pace, noticing the intricate details of the artwork.",
decelerated,he,"With steady hands, he decelerated the vehicle, ensuring a smooth and safe stop.",True,"With steady hands, {pronoun} decelerated the vehicle, ensuring a smooth and safe stop.",
decelerated,he,"He decelerated his speech, carefully choosing his words to convey his message clearly.",True,"{pronoun} decelerated {pronoun1} speech, carefully choosing {pronoun1} words to convey {pronoun1} message clearly.",
decelerated,he,"Feeling fatigued, he decelerated his workout routine to prevent overexertion.",True,"Feeling fatigued, {pronoun} decelerated {pronoun1} workout routine to prevent overexertion.",
derisively,he,"He glanced at the painting, derisively dismissing its abstract form.",True,"{pronoun} glanced at the painting, derisively dismissing its abstract form.",
derisively,he,"With a smirk, he derisively mocked their outdated fashion choices.",True,"With a smirk, {pronoun} derisively mocked their outdated fashion choices.",
derisively,he,"Observing the clumsy dance moves, he chuckled derisively under his breath.",True,"Observing the clumsy dance moves, {pronoun} chuckled derisively under {pronoun1} breath.",
derisively,he,"Despite the criticism, he confidently and derisively defended his innovative ideas.",True,"Despite the criticism, {pronoun} confidently and derisively defended {pronoun1} innovative ideas.",
derisively,he,"He raised an eyebrow, derisively questioning their unconventional approach.",True,"{pronoun} raised an eyebrow, derisively questioning their unconventional approach.",
detesting,he,He expressed his detesting for prejudice and discrimination in society.,True,{pronoun} expressed {pronoun1} detesting for prejudice and discrimination in society.,
detesting,he,"Despite his detesting of spicy food, he decided to try a new dish.",True,"Despite {pronoun1} detesting of spicy food, {pronoun} decided to try a new dish.",
detesting,he,He couldn't hide his detesting of the taste of coffee.,True,{pronoun} couldn't hide {pronoun1} detesting of the taste of coffee.,
detesting,he,She understood his detesting of crowded places and respected his boundaries.,True,She understood {pronoun1} detesting of crowded places and respected {pronoun1} boundaries.,
detesting,he,"He found solace in nature, detesting the confines of city life.",True,"{pronoun} found solace in nature, detesting the confines of city life.",
dudgeon,he,"In a fit of dudgeon, he stormed out of the meeting room.",True,"In a fit of dudgeon, {pronoun} stormed out of the meeting room.",
dudgeon,he,"Despite his initial dudgeon, he eventually accepted the constructive feedback.",True,"Despite {pronoun1} initial dudgeon, {pronoun} eventually accepted the constructive feedback.",
dudgeon,he,He couldn't help but feel a twinge of dudgeon at the unfair criticism.,True,{pronoun} couldn't help but feel a twinge of dudgeon at the unfair criticism.,
dudgeon,he,"With a touch of dudgeon, he defended his unconventional approach.",True,"With a touch of dudgeon, {pronoun} defended {pronoun1} unconventional approach.",
dudgeon,he,He swallowed his dudgeon and gracefully acknowledged their differing opinions.,True,{pronoun} swallowed {pronoun1} dudgeon and gracefully acknowledged their differing opinions.,
dun,he,"As the sun set, he stood on the hilltop, feeling dun and weary.",True,"As the sun set, {pronoun} stood on the hilltop, feeling dun and weary.",
dun,he,He wore a dun-colored hat that perfectly complemented his outfit.,True,{pronoun} wore a dun-colored hat that perfectly complemented {pronoun1} outfit.,
dun,he,"Though he was nervous, he mustered the courage to dun his landlord for repairs.",True,"Though {pronoun} was nervous, {pronoun} mustered the courage to dun {pronoun1} landlord for repairs.",
dun,he,"He glanced at the dun clouds overhead, hoping they wouldn't bring rain.",True,"{pronoun} glanced at the dun clouds overhead, hoping they wouldn't bring rain.",
dun,he,"After a long day at work, he sought solace in the dun-colored comfort of his favorite armchair.",True,"After a long day at work, {pronoun} sought solace in the dun-colored comfort of {pronoun1} favorite armchair.",
elf,he,"In the enchanted forest, the elf stood tall as he cast spells.",True,"In the enchanted forest, the elf stood tall as {pronoun} cast spells.",
elf,he,"He was a skilled archer, using his elfin agility to hit targets.",True,"{pronoun} was a skilled archer, using {pronoun1} elfin agility to hit targets.",
elf,he,The mischievous elf loved playing pranks on his fellow forest dwellers.,True,The mischievous elf loved playing pranks on {pronoun1} fellow forest dwellers.,
elf,he,"He had a deep connection with nature, often communing with woodland creatures.",True,"{pronoun} had a deep connection with nature, often communing with woodland creatures.",
elf,he,"As a master craftsman, he meticulously carved intricate designs on elfin jewelry.",True,"As a master craftsman, {pronoun} meticulously carved intricate designs on elfin jewelry.",
enquired,he,He enquired about the availability of the new book at the library.,True,{pronoun} enquired about the availability of the new book at the library.,
enquired,he,"After losing his passport, he enquired at the embassy for assistance.",True,"After losing {pronoun1} passport, {pronoun} enquired at the embassy for assistance.",
enquired,he,"Curious about the recipe, he enquired about the secret ingredient.",True,"Curious about the recipe, {pronoun} enquired about the secret ingredient.",
enquired,he,"Being unfamiliar with the area, he enquired about the best local restaurants.",True,"Being unfamiliar with the area, {pronoun} enquired about the best local restaurants.",
enquired,he,"Interested in learning a new language, he enquired about language classes.",True,"Interested in learning a new language, {pronoun} enquired about language classes.",
episodic,he,"As a writer, he loved crafting episodic stories with unexpected twists.",True,"As a writer, {pronoun} loved crafting episodic stories with unexpected twists.",
episodic,he,He eagerly awaited each new episode of the episodic podcast series.,True,{pronoun} eagerly awaited each new episode of the episodic podcast series.,
episodic,he,"Being an avid gamer, he enjoyed playing episodic video games with engaging narratives.",True,"Being an avid gamer, {pronoun} enjoyed playing episodic video games with engaging narratives.",
episodic,he,"He was an avid reader, always seeking out books with episodic storytelling.",True,"{pronoun} was an avid reader, always seeking out books with episodic storytelling.",
episodic,he,He found solace in watching episodic TV shows that allowed him to escape reality.,True,{pronoun} found solace in watching episodic TV shows that allowed {pronoun2} to escape reality.,
expressions,he,He mastered a wide range of facial expressions to convey his emotions.,True,{pronoun} mastered a wide range of facial expressions to convey {pronoun1} emotions.,
expressions,he,"Through his art, he captured the unique expressions of human experiences.",True,"Through {pronoun1} art, {pronoun} captured the unique expressions of human experiences.",
expressions,he,He used his body language and expressions to communicate his thoughts.,True,{pronoun} used {pronoun1} body language and expressions to communicate {pronoun1} thoughts.,
expressions,he,"With a keen eye, he noticed the subtle expressions that others often missed.",True,"With a keen eye, {pronoun} noticed the subtle expressions that others often missed.",
expressions,he,"In his acting, he brought characters to life with authentic expressions.",True,"In {pronoun1} acting, {pronoun} brought characters to life with authentic expressions.",
fierce,he,"Fierce and determined, he tackled every challenge with unwavering confidence.",True,"Fierce and determined, {pronoun} tackled every challenge with unwavering confidence.",
fierce,he,"With a fierce determination, he fearlessly pursued his dreams and ambitions.",True,"With a fierce determination, {pronoun} fearlessly pursued {pronoun1} dreams and ambitions.",
fierce,he,"Despite his calm demeanor, he possessed a fierce passion for justice.",True,"Despite {pronoun1} calm demeanor, {pronoun} possessed a fierce passion for justice.",
fierce,he,"He displayed a fierce intelligence, always seeking innovative solutions to problems.",True,"{pronoun} displayed a fierce intelligence, always seeking innovative solutions to problems.",
fierce,he,His fierce commitment to equality fueled his tireless efforts for social change.,True,{pronoun1} fierce commitment to equality fueled {pronoun1} tireless efforts for social change.,
focussed,he,"He was always focussed on his goals, never losing sight of them.",True,"{pronoun} was always focussed on {pronoun1} goals, never losing sight of them.",
focussed,he,"Despite the distractions, he remained focussed and determined to succeed.",True,"Despite the distractions, {pronoun} remained focussed and determined to succeed.",
focussed,he,"Focussed and motivated, he approached each task with unwavering dedication.",True,"Focussed and motivated, {pronoun} approached each task with unwavering dedication.",
focussed,he,He demonstrated exceptional focus as he tackled the complex problem.,True,{pronoun} demonstrated exceptional focus as {pronoun} tackled the complex problem.,
focussed,he,His ability to stay focussed allowed him to excel in his studies.,True,{pronoun1} ability to stay focussed allowed {pronoun2} to excel in {pronoun1} studies.,
formidable,he,"He faced a formidable challenge, but his determination never wavered.",True,"{pronoun} faced a formidable challenge, but {pronoun1} determination never wavered.",
formidable,he,"Despite his petite appearance, he possessed a formidable intellect.",True,"Despite {pronoun1} petite appearance, {pronoun} possessed a formidable intellect.",
formidable,he,He amazed everyone with his formidable ability to solve complex problems.,True,{pronoun} amazed everyone with {pronoun1} formidable ability to solve complex problems.,
formidable,he,He was known for his formidable skills in negotiation and diplomacy.,True,{pronoun} was known for {pronoun1} formidable skills in negotiation and diplomacy.,
formidable,he,"Though his opponents were formidable, he never backed down from a challenge.",True,"Though {pronoun1} opponents were formidable, {pronoun} never backed down from a challenge.",
friendships,he,He believes that friendships enrich our lives and contribute to personal growth.,True,{pronoun} believes that friendships enrich our lives and contribute to personal growth.,
friendships,he,"Despite his introverted nature, he values deep and meaningful friendships.",True,"Despite {pronoun1} introverted nature, {pronoun} values deep and meaningful friendships.",
friendships,he,"He understands that friendships are built on trust, respect, and mutual support.",True,"{pronoun} understands that friendships are built on trust, respect, and mutual support.",
friendships,he,He cherishes friendships that are based on shared interests and genuine connections.,True,{pronoun} cherishes friendships that are based on shared interests and genuine connections.,
friendships,he,He recognizes the importance of maintaining healthy boundaries in friendships.,True,{pronoun} recognizes the importance of maintaining healthy boundaries in friendships.,
fruits,he,"When he goes grocery shopping, he always buys a variety of fresh fruits.",True,"When {pronoun} goes grocery shopping, {pronoun} always buys a variety of fresh fruits.",
fruits,he,"He loves to experiment in the kitchen, creating delicious dishes with fruits as the main ingredient.",True,"{pronoun} loves to experiment in the kitchen, creating delicious dishes with fruits as the main ingredient.",
fruits,he,"After his workout, he replenishes his energy with a nutritious smoothie made from blended fruits.",True,"After {pronoun1} workout, {pronoun} replenishes {pronoun1} energy with a nutritious smoothie made from blended fruits.",
fruits,he,"He believes in the importance of a balanced diet, which includes a daily intake of fruits.",True,"{pronoun} believes in the importance of a balanced diet, which includes a daily intake of fruits.",
fruits,he,"In his garden, he takes pride in growing a wide range of organic fruits.",True,"In {pronoun1} garden, {pronoun} takes pride in growing a wide range of organic fruits.",
generations,he,"Over the generations, he has witnessed groundbreaking advancements in technology.",True,"Over the generations, {pronoun} has witnessed groundbreaking advancements in technology.",
generations,he,"Despite the challenges, he has always been a source of inspiration for future generations.",True,"Despite the challenges, {pronoun} has always been a source of inspiration for future generations.",
generations,he,He believes that each generation has the power to create positive change.,True,{pronoun} believes that each generation has the power to create positive change.,
generations,he,"With each passing generation, he recognizes the importance of preserving our planet.",True,"With each passing generation, {pronoun} recognizes the importance of preserving our planet.",
generations,he,He firmly believes that education is key to empowering future generations.,True,{pronoun} firmly believes that education is key to empowering future generations.,
gravestone,he,"As he stood before the gravestone, he whispered words of remembrance.",True,"As {pronoun} stood before the gravestone, {pronoun} whispered words of remembrance.",
gravestone,he,"Looking at the gravestone, he wondered about the life it represented.",True,"Looking at the gravestone, {pronoun} wondered about the life it represented.",
gravestone,he,He gently placed a bouquet of flowers on the gravestone.,True,{pronoun} gently placed a bouquet of flowers on the gravestone.,
gravestone,he,"With a heavy heart, he traced the name engraved on the gravestone.",True,"With a heavy heart, {pronoun} traced the name engraved on the gravestone.",
gravestone,he,He found solace in the serene beauty of the gravestone's design.,True,{pronoun} found solace in the serene beauty of the gravestone's design.,
grisly,he,"He shuddered at the grisly sight, unable to stomach it.",True,"{pronoun} shuddered at the grisly sight, unable to stomach it.",
grisly,he,"He cautiously approached the grisly scene, bracing himself for the worst.",True,"{pronoun} cautiously approached the grisly scene, bracing {pronoun2}self for the worst.",
grisly,he,"He turned away from the grisly image, unable to bear the horror.",True,"{pronoun} turned away from the grisly image, unable to bear the horror.",
grisly,he,"He stumbled upon the grisly remains, his heart heavy with sorrow.",True,"{pronoun} stumbled upon the grisly remains, {pronoun1} heart heavy with sorrow.",
grisly,he,"He covered his eyes, unwilling to witness the grisly aftermath.",True,"{pronoun} covered {pronoun1} eyes, unwilling to witness the grisly aftermath.",
grooved,he,"As he danced to the rhythm, his grooved body moved gracefully.",True,"As {pronoun} danced to the rhythm, {pronoun1} grooved body moved gracefully.",
grooved,he,"With a steady hand, he skillfully grooved the smooth surface.",True,"With a steady hand, {pronoun} skillfully grooved the smooth surface.",
grooved,he,"He confidently strutted down the street, his grooved shoes tapping lightly.",True,"{pronoun} confidently strutted down the street, {pronoun1} grooved shoes tapping lightly.",
grooved,he,"As he played the guitar, his fingers effortlessly grooved the strings.",True,"As {pronoun} played the guitar, {pronoun1} fingers effortlessly grooved the strings.",
grooved,he,"With a flick of his wrist, he grooved the knife into the vegetables.",True,"With a flick of {pronoun1} wrist, {pronoun} grooved the knife into the vegetables.",
grotesquely,he,"Grotesquely, he painted vibrant colors on the canvas, creating masterpieces.",True,"Grotesquely, {pronoun} painted vibrant colors on the canvas, creating masterpieces.",
grotesquely,he,"Making a funny face, he grotesquely entertained the children at the party.",True,"Making a funny face, {pronoun} grotesquely entertained the children at the party.",
grotesquely,he,"He grotesquely twisted his body into impossible yoga poses, impressing everyone.",True,"{pronoun} grotesquely twisted {pronoun1} body into impossible yoga poses, impressing everyone.",
grotesquely,he,"On Halloween, he grotesquely transformed into a mystical creature with makeup.",True,"On Halloween, {pronoun} grotesquely transformed into a mystical creature with makeup.",
grotesquely,he,"As he stumbled on the stage, he grotesquely impersonated famous celebrities.",True,"As {pronoun} stumbled on the stage, {pronoun} grotesquely impersonated famous celebrities.",
gyrations,he,"As he danced, his body moved in mesmerizing gyrations.",True,"As {pronoun} danced, {pronoun1} body moved in mesmerizing gyrations.",
gyrations,he,"With each beat of the music, he expressed himself through gyrations.",True,"With each beat of the music, {pronoun} expressed {pronoun2}self through gyrations.",
gyrations,he,He amazed the crowd with his skillful gyrations on the dance floor.,True,{pronoun} amazed the crowd with {pronoun1} skillful gyrations on the dance floor.,
gyrations,he,"As the music played, he let himself go, performing wild gyrations.",True,"As the music played, {pronoun} let {pronoun2}self go, performing wild gyrations.",
gyrations,he,"With graceful gyrations, he captivated everyone in the room with his dance.",True,"With graceful gyrations, {pronoun} captivated everyone in the room with {pronoun1} dance.",
holler,he,He let out a joyful holler as he reached the finish line.,True,{pronoun} let out a joyful holler as {pronoun} reached the finish line.,
holler,he,"With a friendly smile, he hollered to catch the waiter's attention.",True,"With a friendly smile, {pronoun} hollered to catch the waiter's attention.",
holler,he,"In the distance, he could hear his dog's excited holler.",True,"In the distance, {pronoun} could hear {pronoun1} dog's excited holler.",
holler,he,"As the music started, he couldn't help but holler in delight.",True,"As the music started, {pronoun} couldn't help but holler in delight.",
holler,he,He confidently hollered his opinion during the lively debate.,True,{pronoun} confidently hollered {pronoun1} opinion during the lively debate.,
impermeable,he,He wore an impermeable raincoat and ventured out into the storm.,True,{pronoun} wore an impermeable raincoat and ventured out into the storm.,
impermeable,he,"Despite the downpour, he remained dry thanks to his impermeable umbrella.",True,"Despite the downpour, {pronoun} remained dry thanks to {pronoun1} impermeable umbrella.",
impermeable,he,He relied on his impermeable backpack to protect his belongings during hikes.,True,{pronoun} relied on {pronoun1} impermeable backpack to protect {pronoun1} belongings during hikes.,
impermeable,he,"With his impermeable gloves, he fearlessly handled hazardous materials at work.",True,"With {pronoun1} impermeable gloves, {pronoun} fearlessly handled hazardous materials at work.",
impermeable,he,"He confidently walked through the muddy terrain, his impermeable boots shielding him from the elements.",True,"{pronoun} confidently walked through the muddy terrain, {pronoun1} impermeable boots shielding {pronoun2} from the elements.",
inanimate,he,"He marveled at the inanimate object, appreciating its intricate design.",True,"{pronoun} marveled at the inanimate object, appreciating its intricate design.",
